path,species,label_id,source,part
D:\Homework\NC\bigplants_dataset_100_resized\Cocos_nucifera\hand\Cocos_nucifera_108.jpg,Cocos_nucifera,46,sub,hand
D:\Homework\NC\bigplants_dataset_100_resized\Pogostemon_cablin\Pogostemon_cablin_5.jpg,Pogostemon_cablin,95,available,available
D:\Homework\NC\bigplants_dataset_100_resized\Ardisia_crenata\flower\Ardisia_crenata_41.jpg,Ardisia_crenata,22,sub,flower
D:\Homework\NC\bigplants_dataset_100_resized\Crinum_asiaticum\Crinum_asiaticum_28.jpg,Crinum_asiaticum,48,available,available
D:\Homework\NC\bigplants_dataset_100_resized\Cycas_balansae\Cycas_balansae_76.jpg,Cycas_balansae,51,available,available
D:\Homework\NC\bigplants_dataset_100_resized\Caladium_bicolor\leaf\Caladium_bicolor_107.jpg,Caladium_bicolor,33,sub,leaf
D:\Homework\NC\bigplants_dataset_100_resized\Aloe_vera\Aloe_vera_3.jpg,Aloe_vera,13,available,available
D:\Homework\NC\bigplants_dataset_100_resized\Allium_cepa\Allium_cepa_8.jpg,Allium_cepa,10,available,available
D:\Homework\NC\bigplants_dataset_100_resized\Ardisia_crenata\fruit\Ardisia_crenata_65.jpg,Ardisia_crenata,22,sub,fruit
D:\Homework\NC\bigplants_dataset_100_resized\Euphorbia_hirta\flower\Euphorbia_hirta_37.jpg,Euphorbia_hirta,59,sub,flower
D:\Homework\NC\bigplants_dataset_100_resized\Aegle_marmelos\Aegle_marmelos_27.jpg,Aegle_marmelos,3,available,available
D:\Homework\NC\bigplants_dataset_100_resized\Artemisia_japonica\leaf\Artemisia_japonica_117.jpg,Artemisia_japonica,26,sub,leaf
D:\Homework\NC\bigplants_dataset_100_resized\Paeonia_lactiflora\flower\Paeonia_lactiflora_143.jpg,Paeonia_lactiflora,88,sub,flower
D:\Homework\NC\bigplants_dataset_100_resized\Justicia_gendarussa\hand\Justicia_gendarussa_149.jpg,Justicia_gendarussa,71,sub,hand
D:\Homework\NC\bigplants_dataset_100_resized\Anacardium_occidentale\flower\Anacardium_occidentale_51.jpg,Anacardium_occidentale,16,sub,flower
D:\Homework\NC\bigplants_dataset_100_resized\Areca_catechu\hand\Areca_catechu_89.jpg,Areca_catechu,23,sub,hand
D:\Homework\NC\bigplants_dataset_100_resized\Alocasia_macrorrhizos\leaf\Alocasia_macrorrhizos_90.jpg,Alocasia_macrorrhizos,12,sub,leaf
D:\Homework\NC\bigplants_dataset_100_resized\Artemisia_lactiflora\flower\Artemisia_lactiflora_108.jpg,Artemisia_lactiflora,27,sub,flower
D:\Homework\NC\bigplants_dataset_100_resized\Cassia_fistula\hand\Cassia_fistula_95.jpg,Cassia_fistula,38,sub,hand
D:\Homework\NC\bigplants_dataset_100_resized\Gymnema_sylvestre\hand\Gymnema_sylvestre_116.jpg,Gymnema_sylvestre,65,sub,hand
D:\Homework\NC\bigplants_dataset_100_resized\Paeonia_lactiflora\flower\Paeonia_lactiflora_146.jpg,Paeonia_lactiflora,88,sub,flower
D:\Homework\NC\bigplants_dataset_100_resized\Calotropis_gigantea\flower\Calotropis_gigantea_72.jpg,Calotropis_gigantea,35,sub,flower
D:\Homework\NC\bigplants_dataset_100_resized\Scutellaria_baicalensis\Scutellaria_baicalensis_20.jpg,Scutellaria_baicalensis,97,available,available
D:\Homework\NC\bigplants_dataset_100_resized\Plumeria_rubra\flower\Plumeria_rubra_92.jpg,Plumeria_rubra,94,sub,flower
D:\Homework\NC\bigplants_dataset_100_resized\Allium_cepa\hand\Allium_cepa_113.jpg,Allium_cepa,10,sub,hand
D:\Homework\NC\bigplants_dataset_100_resized\Hibiscus_rosa-sinensis\flower\Hibiscus_rosa-sinensis_100.jpg,Hibiscus_rosa-sinensis,66,sub,flower
D:\Homework\NC\bigplants_dataset_100_resized\Plumeria_rubra\flower\Plumeria_rubra_79.jpg,Plumeria_rubra,94,sub,flower
D:\Homework\NC\bigplants_dataset_100_resized\Nerium_oleander\Nerium_oleander_29.jpg,Nerium_oleander,85,available,available
D:\Homework\NC\bigplants_dataset_100_resized\Brugmansia_suaveolens\flower\Brugmansia_suaveolens_84.jpg,Brugmansia_suaveolens,32,sub,flower
D:\Homework\NC\bigplants_dataset_100_resized\Annona_squamosa\fruit\Annona_squamosa_72.jpg,Annona_squamosa,21,sub,fruit
D:\Homework\NC\bigplants_dataset_100_resized\Artemisia_japonica\hand\Artemisia_japonica_90.jpg,Artemisia_japonica,26,sub,hand
D:\Homework\NC\bigplants_dataset_100_resized\Lawsonia_inermis\flower\Lawsonia_inermis_53.jpg,Lawsonia_inermis,75,sub,flower
D:\Homework\NC\bigplants_dataset_100_resized\Coccinia_grandis\flower\Coccinia_grandis_100.jpg,Coccinia_grandis,45,sub,flower
D:\Homework\NC\bigplants_dataset_100_resized\Cerbera_odollam\Cerbera_odollam_24.jpg,Cerbera_odollam,41,available,available
D:\Homework\NC\bigplants_dataset_100_resized\Mentha_arvensis\Mentha_arvensis_9.jpg,Mentha_arvensis,81,available,available
D:\Homework\NC\bigplants_dataset_100_resized\Euphorbia_hirta\hand\Euphorbia_hirta_139.jpg,Euphorbia_hirta,59,sub,hand
D:\Homework\NC\bigplants_dataset_100_resized\Calotropis_gigantea\hand\Calotropis_gigantea_120.jpg,Calotropis_gigantea,35,sub,hand
D:\Homework\NC\bigplants_dataset_100_resized\Ficus_religiosa\Ficus_religiosa_28.jpg,Ficus_religiosa,61,available,available
D:\Homework\NC\bigplants_dataset_100_resized\Kalanchoe_pinnata\leaf\Kalanchoe_pinnata_132.jpg,Kalanchoe_pinnata,72,sub,leaf
D:\Homework\NC\bigplants_dataset_100_resized\Areca_catechu\hand\Areca_catechu_120.jpg,Areca_catechu,23,sub,hand
D:\Homework\NC\bigplants_dataset_100_resized\Andrographis_paniculata\hand\Andrographis_paniculata_42.jpg,Andrographis_paniculata,17,sub,hand
D:\Homework\NC\bigplants_dataset_100_resized\Annona_squamosa\fruit\Annona_squamosa_57.jpg,Annona_squamosa,21,sub,fruit
D:\Homework\NC\bigplants_dataset_100_resized\Phytolacca_americana\Phytolacca_americana_19.jpg,Phytolacca_americana,91,available,available
D:\Homework\NC\bigplants_dataset_100_resized\Cerbera_odollam\leaf\Cerbera_odollam_116.jpg,Cerbera_odollam,41,sub,leaf
D:\Homework\NC\bigplants_dataset_100_resized\Centella_asiatica\hand\Centella_asiatica_73.jpg,Centella_asiatica,40,sub,hand
D:\Homework\NC\bigplants_dataset_100_resized\Plumeria_rubra\flower\Plumeria_rubra_120.jpg,Plumeria_rubra,94,sub,flower
D:\Homework\NC\bigplants_dataset_100_resized\Lawsonia_inermis\hand\Lawsonia_inermis_132.jpg,Lawsonia_inermis,75,sub,hand
D:\Homework\NC\bigplants_dataset_100_resized\Lawsonia_inermis\flower\Lawsonia_inermis_98.jpg,Lawsonia_inermis,75,sub,flower
D:\Homework\NC\bigplants_dataset_100_resized\Leonurus_japonicus\flower\Leonurus_japonicus_83.jpg,Leonurus_japonicus,76,sub,flower
D:\Homework\NC\bigplants_dataset_100_resized\Psidium_guajava\leaf\Psidium_guajava_116.jpg,Psidium_guajava,96,sub,leaf
D:\Homework\NC\bigplants_dataset_100_resized\Cocos_nucifera\hand\Cocos_nucifera_111.jpg,Cocos_nucifera,46,sub,hand
D:\Homework\NC\bigplants_dataset_100_resized\Acorus_calamus\fruit\Acorus_calamus_43.jpg,Acorus_calamus,2,sub,fruit
D:\Homework\NC\bigplants_dataset_100_resized\Psidium_guajava\fruit\Psidium_guajava_76.jpg,Psidium_guajava,96,sub,fruit
D:\Homework\NC\bigplants_dataset_100_resized\Areca_catechu\hand\Areca_catechu_110.jpg,Areca_catechu,23,sub,hand
D:\Homework\NC\bigplants_dataset_100_resized\Gymnema_sylvestre\hand\Gymnema_sylvestre_108.jpg,Gymnema_sylvestre,65,sub,hand
D:\Homework\NC\bigplants_dataset_100_resized\Cerbera_odollam\leaf\Cerbera_odollam_114.jpg,Cerbera_odollam,41,sub,leaf
D:\Homework\NC\bigplants_dataset_100_resized\Annona_squamosa\fruit\Annona_squamosa_112.jpg,Annona_squamosa,21,sub,fruit
D:\Homework\NC\bigplants_dataset_100_resized\Iris_japonica\Iris_japonica_12.jpg,Iris_japonica,69,available,available
D:\Homework\NC\bigplants_dataset_100_resized\Agave_americana\flower\Agave_americana_55.jpg,Agave_americana,6,sub,flower
D:\Homework\NC\bigplants_dataset_100_resized\Alstonia_scholaris\hand\Alstonia_scholaris_53.jpg,Alstonia_scholaris,14,sub,hand
D:\Homework\NC\bigplants_dataset_100_resized\Cerbera_odollam\leaf\Cerbera_odollam_85.jpg,Cerbera_odollam,41,sub,leaf
D:\Homework\NC\bigplants_dataset_100_resized\Annona_squamosa\hand\Annona_squamosa_161.jpg,Annona_squamosa,21,sub,hand
D:\Homework\NC\bigplants_dataset_100_resized\Cissampelos_pareira\hand\Cissampelos_pareira_64.jpg,Cissampelos_pareira,43,sub,hand
D:\Homework\NC\bigplants_dataset_100_resized\Coccinia_grandis\flower\Coccinia_grandis_77.jpg,Coccinia_grandis,45,sub,flower
D:\Homework\NC\bigplants_dataset_100_resized\Arisaema_franchetianum\leaf\Arisaema_franchetianum_119.jpg,Arisaema_franchetianum,24,sub,leaf
D:\Homework\NC\bigplants_dataset_100_resized\Curcuma_zedoaria\leaf\Curcuma_zedoaria_126.jpg,Curcuma_zedoaria,50,sub,leaf
D:\Homework\NC\bigplants_dataset_100_resized\Cocos_nucifera\hand\Cocos_nucifera_129.jpg,Cocos_nucifera,46,sub,hand
D:\Homework\NC\bigplants_dataset_100_resized\Mentha_arvensis\flower\Mentha_arvensis_55.jpg,Mentha_arvensis,81,sub,flower
D:\Homework\NC\bigplants_dataset_100_resized\Cymbopogon_citratus\Cymbopogon_citratus_10.jpg,Cymbopogon_citratus,52,available,available
D:\Homework\NC\bigplants_dataset_100_resized\Ocimum_basilicum\flower\Ocimum_basilicum_50.jpg,Ocimum_basilicum,86,sub,flower
D:\Homework\NC\bigplants_dataset_100_resized\Leonurus_japonicus\flower\Leonurus_japonicus_46.jpg,Leonurus_japonicus,76,sub,flower
D:\Homework\NC\bigplants_dataset_100_resized\Arisaema_franchetianum\Arisaema_franchetianum_47.jpg,Arisaema_franchetianum,24,available,available
D:\Homework\NC\bigplants_dataset_100_resized\Blumea_balsamifera\flower\Blumea_balsamifera_33.jpg,Blumea_balsamifera,30,sub,flower
D:\Homework\NC\bigplants_dataset_100_resized\Ocimum_basilicum\flower\Ocimum_basilicum_66.jpg,Ocimum_basilicum,86,sub,flower
D:\Homework\NC\bigplants_dataset_100_resized\Lawsonia_inermis\flower\Lawsonia_inermis_109.jpg,Lawsonia_inermis,75,sub,flower
D:\Homework\NC\bigplants_dataset_100_resized\Cocos_nucifera\fruit\Cocos_nucifera_80.jpg,Cocos_nucifera,46,sub,fruit
D:\Homework\NC\bigplants_dataset_100_resized\Alocasia_macrorrhizos\leaf\Alocasia_macrorrhizos_101.jpg,Alocasia_macrorrhizos,12,sub,leaf
D:\Homework\NC\bigplants_dataset_100_resized\Eurycoma_longifolia\Eurycoma_longifolia_1.jpg,Eurycoma_longifolia,60,available,available
D:\Homework\NC\bigplants_dataset_100_resized\Agapanthus_africanus\hand\Agapanthus_africanus_97.jpg,Agapanthus_africanus,5,sub,hand
D:\Homework\NC\bigplants_dataset_100_resized\Paeonia_lactiflora\flower\Paeonia_lactiflora_134.jpg,Paeonia_lactiflora,88,sub,flower
D:\Homework\NC\bigplants_dataset_100_resized\Phytolacca_americana\Phytolacca_americana_15.jpg,Phytolacca_americana,91,available,available
D:\Homework\NC\bigplants_dataset_100_resized\Gymnema_sylvestre\hand\Gymnema_sylvestre_40.jpg,Gymnema_sylvestre,65,sub,hand
D:\Homework\NC\bigplants_dataset_100_resized\Averrhoa_carambola\fruit\Averrhoa_carambola_120.jpg,Averrhoa_carambola,28,sub,fruit
D:\Homework\NC\bigplants_dataset_100_resized\Cissampelos_pareira\hand\Cissampelos_pareira_73.jpg,Cissampelos_pareira,43,sub,hand
D:\Homework\NC\bigplants_dataset_100_resized\Camellia_sinensis\flower\Camellia_sinensis_106.jpg,Camellia_sinensis,37,sub,flower
D:\Homework\NC\bigplants_dataset_100_resized\Agave_americana\flower\Agave_americana_65.jpg,Agave_americana,6,sub,flower
D:\Homework\NC\bigplants_dataset_100_resized\Aloe_vera\leaf\Aloe_vera_82.jpg,Aloe_vera,13,sub,leaf
D:\Homework\NC\bigplants_dataset_100_resized\Acorus_calamus\fruit\Acorus_calamus_45.jpg,Acorus_calamus,2,sub,fruit
D:\Homework\NC\bigplants_dataset_100_resized\Clerodendrum_villosum\leaf\Clerodendrum_villosum_121.jpg,Clerodendrum_villosum,44,sub,leaf
D:\Homework\NC\bigplants_dataset_100_resized\Matricaria_chamomilla\hand\Matricaria_chamomilla_92.jpg,Matricaria_chamomilla,80,sub,hand
D:\Homework\NC\bigplants_dataset_100_resized\Lagerstroemia_indica\Lagerstroemia_indica_3.jpg,Lagerstroemia_indica,73,available,available
D:\Homework\NC\bigplants_dataset_100_resized\Plantago_major\flower\Plantago_major_55.jpg,Plantago_major,93,sub,flower
D:\Homework\NC\bigplants_dataset_100_resized\Pandanus_amaryllifolius\Pandanus_amaryllifolius_64.jpg,Pandanus_amaryllifolius,89,available,available
D:\Homework\NC\bigplants_dataset_100_resized\Persea_americana\fruit\Persea_americana_86.jpg,Persea_americana,90,sub,fruit
D:\Homework\NC\bigplants_dataset_100_resized\Aglaonema_modestum\hand\Aglaonema_modestum_103.jpg,Aglaonema_modestum,8,sub,hand
D:\Homework\NC\bigplants_dataset_100_resized\Pogostemon_cablin\leaf\Pogostemon_cablin_84.jpg,Pogostemon_cablin,95,sub,leaf
D:\Homework\NC\bigplants_dataset_100_resized\Plumeria_rubra\flower\Plumeria_rubra_48.jpg,Plumeria_rubra,94,sub,flower
D:\Homework\NC\bigplants_dataset_100_resized\Lawsonia_inermis\flower\Lawsonia_inermis_97.jpg,Lawsonia_inermis,75,sub,flower
D:\Homework\NC\bigplants_dataset_100_resized\Acorus_calamus\fruit\Acorus_calamus_38.jpg,Acorus_calamus,2,sub,fruit
D:\Homework\NC\bigplants_dataset_100_resized\Mimosa_pudica\leaf\Mimosa_pudica_74.jpg,Mimosa_pudica,82,sub,leaf
D:\Homework\NC\bigplants_dataset_100_resized\Garcinia_mangostana\Garcinia_mangostana_29.jpg,Garcinia_mangostana,63,available,available
D:\Homework\NC\bigplants_dataset_100_resized\Camellia_sinensis\flower\Camellia_sinensis_101.jpg,Camellia_sinensis,37,sub,flower
D:\Homework\NC\bigplants_dataset_100_resized\Cassia_fistula\fruit\Cassia_fistula_83.jpg,Cassia_fistula,38,sub,fruit
D:\Homework\NC\bigplants_dataset_100_resized\Piper_lolot\hand\Piper_lolot_102.jpg,Piper_lolot,92,sub,hand
D:\Homework\NC\bigplants_dataset_100_resized\Acorus_calamus\Acorus_calamus_6.jpg,Acorus_calamus,2,available,available
D:\Homework\NC\bigplants_dataset_100_resized\Jatropha_curcas\leaf\Jatropha_curcas_88.jpg,Jatropha_curcas,70,sub,leaf
D:\Homework\NC\bigplants_dataset_100_resized\Plantago_major\leaf\Plantago_major_77.jpg,Plantago_major,93,sub,leaf
D:\Homework\NC\bigplants_dataset_100_resized\Agave_americana\flower\Agave_americana_75.jpg,Agave_americana,6,sub,flower
D:\Homework\NC\bigplants_dataset_100_resized\Amomum_villosum\Amomum_villosum_26.jpg,Amomum_villosum,15,available,available
D:\Homework\NC\bigplants_dataset_100_resized\Cerbera_odollam\flower\Cerbera_odollam_42.jpg,Cerbera_odollam,41,sub,flower
D:\Homework\NC\bigplants_dataset_100_resized\Nerium_oleander\flower\Nerium_oleander_47.jpg,Nerium_oleander,85,sub,flower
D:\Homework\NC\bigplants_dataset_100_resized\Nerium_oleander\flower\Nerium_oleander_64.jpg,Nerium_oleander,85,sub,flower
D:\Homework\NC\bigplants_dataset_100_resized\Phytolacca_americana\leaf\Phytolacca_americana_106.jpg,Phytolacca_americana,91,sub,leaf
D:\Homework\NC\bigplants_dataset_100_resized\Calendula_officinalis\flower\Calendula_officinalis_111.jpg,Calendula_officinalis,34,sub,flower
D:\Homework\NC\bigplants_dataset_100_resized\Scutellaria_baicalensis\flower\Scutellaria_baicalensis_40.jpg,Scutellaria_baicalensis,97,sub,flower
D:\Homework\NC\bigplants_dataset_100_resized\Amomum_villosum\flower\Amomum_villosum_50.jpg,Amomum_villosum,15,sub,flower
D:\Homework\NC\bigplants_dataset_100_resized\Dieffenbachia_seguine\Dieffenbachia_seguine_34.jpg,Dieffenbachia_seguine,55,available,available
D:\Homework\NC\bigplants_dataset_100_resized\Aesculus_assamica\fruit\Aesculus_assamica_120.jpg,Aesculus_assamica,4,sub,fruit
D:\Homework\NC\bigplants_dataset_100_resized\Piper_lolot\hand\Piper_lolot_90.jpg,Piper_lolot,92,sub,hand
D:\Homework\NC\bigplants_dataset_100_resized\Coriandrum_sativum\leaf\Coriandrum_sativum_98.jpg,Coriandrum_sativum,47,sub,leaf
D:\Homework\NC\bigplants_dataset_100_resized\Aloe_vera\Aloe_vera_32.jpg,Aloe_vera,13,available,available
D:\Homework\NC\bigplants_dataset_100_resized\Persea_americana\flower\Persea_americana_49.jpg,Persea_americana,90,sub,flower
D:\Homework\NC\bigplants_dataset_100_resized\Justicia_gendarussa\hand\Justicia_gendarussa_146.jpg,Justicia_gendarussa,71,sub,hand
D:\Homework\NC\bigplants_dataset_100_resized\Tamarindus_indica\flower\Tamarindus_indica_46.jpg,Tamarindus_indica,98,sub,flower
D:\Homework\NC\bigplants_dataset_100_resized\Catharanthus_roseus\flower\Catharanthus_roseus_61.jpg,Catharanthus_roseus,39,sub,flower
D:\Homework\NC\bigplants_dataset_100_resized\Ageratum_conyzoides\Ageratum_conyzoides_5.jpg,Ageratum_conyzoides,7,available,available
D:\Homework\NC\bigplants_dataset_100_resized\Agave_americana\flower\Agave_americana_61.jpg,Agave_americana,6,sub,flower
D:\Homework\NC\bigplants_dataset_100_resized\Lantana_camara\flower\Lantana_camara_119.jpg,Lantana_camara,74,sub,flower
D:\Homework\NC\bigplants_dataset_100_resized\Averrhoa_carambola\flower\Averrhoa_carambola_83.jpg,Averrhoa_carambola,28,sub,flower
D:\Homework\NC\bigplants_dataset_100_resized\Anacardium_occidentale\flower\Anacardium_occidentale_120.jpg,Anacardium_occidentale,16,sub,flower
D:\Homework\NC\bigplants_dataset_100_resized\Euphorbia_hirta\hand\Euphorbia_hirta_126.jpg,Euphorbia_hirta,59,sub,hand
D:\Homework\NC\bigplants_dataset_100_resized\Illicium_verum\Illicium_verum_21.jpg,Illicium_verum,68,available,available
D:\Homework\NC\bigplants_dataset_100_resized\Digitalis_purpurea\leaf\Digitalis_purpurea_138.jpg,Digitalis_purpurea,56,sub,leaf
D:\Homework\NC\bigplants_dataset_100_resized\Foeniculum_vulgare\Foeniculum_vulgare_24.jpg,Foeniculum_vulgare,62,available,available
D:\Homework\NC\bigplants_dataset_100_resized\Cerbera_odollam\leaf\Cerbera_odollam_98.jpg,Cerbera_odollam,41,sub,leaf
D:\Homework\NC\bigplants_dataset_100_resized\Centella_asiatica\hand\Centella_asiatica_41.jpg,Centella_asiatica,40,sub,hand
D:\Homework\NC\bigplants_dataset_100_resized\Calotropis_gigantea\hand\Calotropis_gigantea_114.jpg,Calotropis_gigantea,35,sub,hand
D:\Homework\NC\bigplants_dataset_100_resized\Abrus_precatorius\Abrus_precatorius_30.jpg,Abrus_precatorius,0,available,available
D:\Homework\NC\bigplants_dataset_100_resized\Amomum_villosum\flower\Amomum_villosum_36.jpg,Amomum_villosum,15,sub,flower
D:\Homework\NC\bigplants_dataset_100_resized\Aegle_marmelos\hand\Aegle_marmelos_104.jpg,Aegle_marmelos,3,sub,hand
D:\Homework\NC\bigplants_dataset_100_resized\Pandanus_amaryllifolius\Pandanus_amaryllifolius_57.jpg,Pandanus_amaryllifolius,89,available,available
D:\Homework\NC\bigplants_dataset_100_resized\Angelica_sinensis\Angelica_sinensis_15.jpg,Angelica_sinensis,18,available,available
D:\Homework\NC\bigplants_dataset_100_resized\Cestrum_nocturnum\flower\Cestrum_nocturnum_60.jpg,Cestrum_nocturnum,42,sub,flower
D:\Homework\NC\bigplants_dataset_100_resized\Acorus_calamus\fruit\Acorus_calamus_28.jpg,Acorus_calamus,2,sub,fruit
D:\Homework\NC\bigplants_dataset_100_resized\Foeniculum_vulgare\hand\Foeniculum_vulgare_65.jpg,Foeniculum_vulgare,62,sub,hand
D:\Homework\NC\bigplants_dataset_100_resized\Centella_asiatica\hand\Centella_asiatica_46.jpg,Centella_asiatica,40,sub,hand
D:\Homework\NC\bigplants_dataset_100_resized\Pandanus_amaryllifolius\Pandanus_amaryllifolius_14.jpg,Pandanus_amaryllifolius,89,available,available
D:\Homework\NC\bigplants_dataset_100_resized\Centella_asiatica\hand\Centella_asiatica_86.jpg,Centella_asiatica,40,sub,hand
D:\Homework\NC\bigplants_dataset_100_resized\Catharanthus_roseus\leaf\Catharanthus_roseus_107.jpg,Catharanthus_roseus,39,sub,leaf
D:\Homework\NC\bigplants_dataset_100_resized\Kalanchoe_pinnata\Kalanchoe_pinnata_14.jpg,Kalanchoe_pinnata,72,available,available
D:\Homework\NC\bigplants_dataset_100_resized\Artemisia_japonica\flower\Artemisia_japonica_38.jpg,Artemisia_japonica,26,sub,flower
D:\Homework\NC\bigplants_dataset_100_resized\Ardisia_crenata\hand\Ardisia_crenata_104.jpg,Ardisia_crenata,22,sub,hand
D:\Homework\NC\bigplants_dataset_100_resized\Agave_americana\flower\Agave_americana_71.jpg,Agave_americana,6,sub,flower
D:\Homework\NC\bigplants_dataset_100_resized\Eurycoma_longifolia\hand\Eurycoma_longifolia_61.jpg,Eurycoma_longifolia,60,sub,hand
D:\Homework\NC\bigplants_dataset_100_resized\Cocos_nucifera\fruit\Cocos_nucifera_74.jpg,Cocos_nucifera,46,sub,fruit
D:\Homework\NC\bigplants_dataset_100_resized\Ocimum_basilicum\flower\Ocimum_basilicum_65.jpg,Ocimum_basilicum,86,sub,flower
D:\Homework\NC\bigplants_dataset_100_resized\Elettaria_cardamomum\Elettaria_cardamomum_27.jpg,Elettaria_cardamomum,58,available,available
D:\Homework\NC\bigplants_dataset_100_resized\Scutellaria_baicalensis\Scutellaria_baicalensis_5.jpg,Scutellaria_baicalensis,97,available,available
D:\Homework\NC\bigplants_dataset_100_resized\Eurycoma_longifolia\hand\Eurycoma_longifolia_100.jpg,Eurycoma_longifolia,60,sub,hand
D:\Homework\NC\bigplants_dataset_100_resized\Plumeria_rubra\leaf\Plumeria_rubra_134.jpg,Plumeria_rubra,94,sub,leaf
D:\Homework\NC\bigplants_dataset_100_resized\Andrographis_paniculata\hand\Andrographis_paniculata_53.jpg,Andrographis_paniculata,17,sub,hand
D:\Homework\NC\bigplants_dataset_100_resized\Alocasia_macrorrhizos\leaf\Alocasia_macrorrhizos_82.jpg,Alocasia_macrorrhizos,12,sub,leaf
D:\Homework\NC\bigplants_dataset_100_resized\Anacardium_occidentale\flower\Anacardium_occidentale_64.jpg,Anacardium_occidentale,16,sub,flower
D:\Homework\NC\bigplants_dataset_100_resized\Averrhoa_carambola\leaf\Averrhoa_carambola_152.jpg,Averrhoa_carambola,28,sub,leaf
D:\Homework\NC\bigplants_dataset_100_resized\Artemisia_absinthium\flower\Artemisia_absinthium_85.jpg,Artemisia_absinthium,25,sub,flower
D:\Homework\NC\bigplants_dataset_100_resized\Coccinia_grandis\fruit\Coccinia_grandis_114.jpg,Coccinia_grandis,45,sub,fruit
D:\Homework\NC\bigplants_dataset_100_resized\Leonurus_japonicus\flower\Leonurus_japonicus_82.jpg,Leonurus_japonicus,76,sub,flower
D:\Homework\NC\bigplants_dataset_100_resized\Aloe_vera\Aloe_vera_43.jpg,Aloe_vera,13,available,available
D:\Homework\NC\bigplants_dataset_100_resized\Pogostemon_cablin\leaf\Pogostemon_cablin_82.jpg,Pogostemon_cablin,95,sub,leaf
D:\Homework\NC\bigplants_dataset_100_resized\Manihot_esculenta\hand\Manihot_esculenta_96.jpg,Manihot_esculenta,79,sub,hand
D:\Homework\NC\bigplants_dataset_100_resized\Kalanchoe_pinnata\leaf\Kalanchoe_pinnata_111.jpg,Kalanchoe_pinnata,72,sub,leaf
D:\Homework\NC\bigplants_dataset_100_resized\Areca_catechu\hand\Areca_catechu_98.jpg,Areca_catechu,23,sub,hand
D:\Homework\NC\bigplants_dataset_100_resized\Acorus_calamus\hand\Acorus_calamus_83.jpg,Acorus_calamus,2,sub,hand
D:\Homework\NC\bigplants_dataset_100_resized\Curcuma_zedoaria\fruit\Curcuma_zedoaria_69.jpg,Curcuma_zedoaria,50,sub,fruit
D:\Homework\NC\bigplants_dataset_100_resized\Centella_asiatica\hand\Centella_asiatica_102.jpg,Centella_asiatica,40,sub,hand
D:\Homework\NC\bigplants_dataset_100_resized\Azadirachta_indica\fruit\Azadirachta_indica_52.jpg,Azadirachta_indica,29,sub,fruit
D:\Homework\NC\bigplants_dataset_100_resized\Lawsonia_inermis\fruit\Lawsonia_inermis_120.jpg,Lawsonia_inermis,75,sub,fruit
D:\Homework\NC\bigplants_dataset_100_resized\Eurycoma_longifolia\Eurycoma_longifolia_13.jpg,Eurycoma_longifolia,60,available,available
D:\Homework\NC\bigplants_dataset_100_resized\Momordica_charantia\hand\Momordica_charantia_127.jpg,Momordica_charantia,83,sub,hand
D:\Homework\NC\bigplants_dataset_100_resized\Mimosa_pudica\leaf\Mimosa_pudica_111.jpg,Mimosa_pudica,82,sub,leaf
D:\Homework\NC\bigplants_dataset_100_resized\Coccinia_grandis\flower\Coccinia_grandis_61.jpg,Coccinia_grandis,45,sub,flower
D:\Homework\NC\bigplants_dataset_100_resized\Angelica_sinensis\hand\Angelica_sinensis_88.jpg,Angelica_sinensis,18,sub,hand
D:\Homework\NC\bigplants_dataset_100_resized\Catharanthus_roseus\flower\Catharanthus_roseus_106.jpg,Catharanthus_roseus,39,sub,flower
D:\Homework\NC\bigplants_dataset_100_resized\Ardisia_crenata\fruit\Ardisia_crenata_59.jpg,Ardisia_crenata,22,sub,fruit
D:\Homework\NC\bigplants_dataset_100_resized\Acorus_calamus\Acorus_calamus_13.jpg,Acorus_calamus,2,available,available
D:\Homework\NC\bigplants_dataset_100_resized\Hibiscus_rosa-sinensis\flower\Hibiscus_rosa-sinensis_155.jpg,Hibiscus_rosa-sinensis,66,sub,flower
D:\Homework\NC\bigplants_dataset_100_resized\Camellia_japonica\flower\Camellia_japonica_87.jpg,Camellia_japonica,36,sub,flower
D:\Homework\NC\bigplants_dataset_100_resized\Aesculus_assamica\flower\Aesculus_assamica_94.jpg,Aesculus_assamica,4,sub,flower
D:\Homework\NC\bigplants_dataset_100_resized\Acanthopanax_trifoliatus\hand\Acanthopanax_trifoliatus_69.jpg,Acanthopanax_trifoliatus,1,sub,hand
D:\Homework\NC\bigplants_dataset_100_resized\Cycas_balansae\hand\Cycas_balansae_28.jpg,Cycas_balansae,51,sub,hand
D:\Homework\NC\bigplants_dataset_100_resized\Gloriosa_superba\flower\Gloriosa_superba_139.jpg,Gloriosa_superba,64,sub,flower
D:\Homework\NC\bigplants_dataset_100_resized\Zingiber_zerumbet\hand\Zingiber_zerumbet_123.jpg,Zingiber_zerumbet,99,sub,hand
D:\Homework\NC\bigplants_dataset_100_resized\Cycas_balansae\hand\Cycas_balansae_38.jpg,Cycas_balansae,51,sub,hand
D:\Homework\NC\bigplants_dataset_100_resized\Eurycoma_longifolia\hand\Eurycoma_longifolia_21.jpg,Eurycoma_longifolia,60,sub,hand
D:\Homework\NC\bigplants_dataset_100_resized\Persea_americana\flower\Persea_americana_47.jpg,Persea_americana,90,sub,flower
